election_name,sido,sigungu_norm,sg_id,sg_typecode,total_voters,total_voted,valid_votes,invalid_votes,party_더불어민주당,party_국민의힘,party_코리아당,party_국민대통합당,party_한류연합당,party_우리공화당,party_기타,sigungu_elec,sgg_name,ratio_더불어민주당,ratio_국민의힘,ratio_코리아당,ratio_국민대통합당,ratio_한류연합당,ratio_우리공화당,ratio_기타,year,adm_cd,sigungu_pop,total_pop,male_pop,female_pop,age_0_9,age_10_19,age_20_29,age_30_39,age_40_49,age_50_59,age_60_69,age_70_79,age_80_89,age_90plus,age_0_14,age_15_64,age_65plus,ratio_20s,ratio_30s,ratio_40s,ratio_50s,ratio_60s,ratio_70plus,ratio_elderly,ratio_working,ratio_female,pop_year
8회지방선거_기초단체장,강원도,정선군,20220601,4,32001,22082,21370,712,10901.0,10469.0,0.0,0.0,0.0,0.0,0.0,정선군,정선군,0.5101076275152082,0.4898923724847918,0.0,0.0,0.0,0.0,0.0,2022,32550,정선군,33354,17386,15968,1690,2164,2036,2564,4324,6268,7627,4261,2357,288,2635,20396,10323,0.0610421538646039,0.0768723391497271,0.1296396234334712,0.1879234874377885,0.2286682257000659,0.2070516279906458,0.3094981111710739,0.6115008694609342,0.4787431792288781,2022
8회지방선거_기초단체장,강원도,철원군,20220601,4,37099,22456,21861,595,7663.0,8032.0,0.0,0.0,0.0,0.0,6166.0,철원군,철원군,0.3505329124925667,0.3674122867206441,0.0,0.0,0.0,0.0,0.28205480078678924,2022,32560,철원군,41145,21372,19773,3285,3161,4559,4690,5139,6485,7110,4263,2434,323,4588,26348,10209,0.1108032567748207,0.1139871187264552,0.124899744804958,0.1576133187507595,0.1728034998177178,0.1706161137440758,0.2481224936201239,0.6403694252035484,0.4805687203791469,2022
8회지방선거_기초단체장,강원도,춘천시,20220601,4,244406,137766,135356,2410,61751.0,60702.0,0.0,0.0,0.0,0.0,12903.0,춘천시,춘천시,0.45621176748721887,0.44846183397854544,0.0,0.0,0.0,0.0,0.09532639853423565,2022,32010,춘천시,293124,144265,148859,22681,28368,43522,35008,41053,46234,42287,21174,13380,2030,32978,204990,55156,0.1484764127127086,0.1194306846249368,0.1400533562587846,0.1577284698625837,0.1442631787229977,0.1248072488093776,0.188166100353434,0.6993286117820444,0.5078362740683123,2022
8회지방선거_기초단체장,강원도,태백시,20220601,4,35236,22538,21922,616,9715.0,11847.0,0.0,0.0,0.0,0.0,360.0,태백시,태백시,0.44316212024450324,0.5404160204360916,0.0,0.0,0.0,0.0,0.016421859319405162,2022,32050,태백시,39113,19680,19433,2388,3289,2867,3058,5866,6969,7759,4819,2251,205,3774,24426,10913,0.0733004371947945,0.0781837240815074,0.1499757114003017,0.1781760539973921,0.1983739421675657,0.1859995397949531,0.279012093165955,0.6244982486641271,0.4968424820392197,2022
8회지방선거_기초단체장,강원도,평창군,20220601,4,37372,25364,24806,558,9707.0,14660.0,0.0,0.0,0.0,0.0,439.0,평창군,평창군,0.3913166169475127,0.5909860517616705,0.0,0.0,0.0,0.0,0.01769733129081674,2022,32540,평창군,38699,19891,18808,1805,2347,2628,2806,4631,7306,9288,4981,2781,360,2777,23663,12259,0.0679087314917698,0.0725083335486705,0.1196671748623995,0.1887904080208791,0.2400062017106385,0.2098762241918395,0.31677821132329,0.6114628284968604,0.4860073903718442,2022
8회지방선거_기초단체장,강원도,홍천군,20220601,4,60743,36938,36051,887,14839.0,21212.0,0.0,0.0,0.0,0.0,0.0,홍천군,홍천군,0.4116113283958836,0.5883886716041163,0.0,0.0,0.0,0.0,0.0,2022,32510,홍천군,65215,33446,31769,3762,4442,5543,5705,7459,11245,14752,7346,4725,671,5529,40287,19399,0.0849957831787165,0.0874798742620562,0.1143755271026604,0.1724296557540443,0.2262056275396764,0.1953844974315725,0.2974622402821437,0.6177566510772061,0.4871425285593805,2022
8회지방선거_기초단체장,강원도,화천군,20220601,4,21055,13837,13515,322,5793.0,7722.0,0.0,0.0,0.0,0.0,0.0,화천군,화천군,0.4286348501664817,0.5713651498335183,0.0,0.0,0.0,0.0,0.0,2022,32570,화천군,22545,12130,10415,1760,1503,2935,2674,2479,3465,4073,2128,1499,195,2396,14502,5647,0.1301840762918607,0.1186072299844755,0.1099578620536704,0.1536926147704591,0.1806609004213794,0.1695276114437791,0.2504768241295187,0.6432468396540253,0.4619649589709469,2022
8회지방선거_기초단체장,강원도,횡성군,20220601,4,41777,27752,27128,624,13169.0,13659.0,0.0,0.0,0.0,0.0,300.0,횡성군,횡성군,0.4854393984075494,0.5035019168386906,0.0,0.0,0.0,0.0,0.011058684753759953,2022,32520,횡성군,44864,22926,21938,2198,3253,3510,3459,4617,7807,10748,5617,3396,515,3302,27225,14337,0.0782364479315263,0.0770996790299572,0.1029110199714693,0.1740148002853067,0.2395684736091298,0.2123751783166904,0.3195657988587732,0.6068339871611983,0.4889889443651926,2022
8회지방선거_기초단체장,경기도,가평군,20220601,4,55791,33162,32431,731,7302.0,16975.0,0.0,0.0,0.0,0.0,181.0,가평군,가평군,0.2985526208193638,0.6940469376073268,0.0,0.0,0.0,0.0,0.007400441573309347,2022,31570,가평군,59755,30570,29185,3300,4626,5542,5313,7236,10550,12676,6681,3730,506,4923,38100,16732,0.0927453769559032,0.0889130616684796,0.1210944690820851,0.1765542632415697,0.2121328759099656,0.1826960087022006,0.280010041000753,0.6376035478202661,0.4884110116308259,2022
8회지방선거_기초단체장,경기도,고양시덕양구,20220601,4,461775,241094,238510,2584,110861.0,118607.0,0.0,0.0,0.0,0.0,9042.0,고양시덕양구,고양시,0.4648065070646933,0.49728313278269254,0.0,0.0,0.0,0.0,0.03791036015261415,2022,31101,고양시 덕양구,473370,232645,240725,39853,38763,56982,69048,76091,82714,63936,30802,17141,2335,55882,340752,76736,0.1203751822041954,0.1458647569554471,0.1607431818661934,0.1747343515643154,0.1350655935103618,0.1062128990007816,0.1621057523712951,0.7198428290766208,0.5085345501404821,2022
8회지방선거_기초단체장,경기도,고양시일산동구,20220601,4,229024,117263,116105,1158,49242.0,64212.0,0.0,0.0,0.0,0.0,2651.0,고양시일산동구,고양시,0.4241161018044012,0.5530511175229318,0.0,0.0,0.0,0.0,0.02283278067266698,2022,31103,고양시 일산동구,290321,140807,149514,21113,26672,37824,37603,47121,56018,38098,16044,10613,1817,31642,215318,43361,0.1302833759872692,0.1295221496205923,0.1623065503356629,0.1929519394050034,0.1312271589034207,0.098077645089401,0.149355368712563,0.7416549267879348,0.5149954705308951,2022
8회지방선거_기초단체장,경기도,고양시일산서구,20220601,4,233891,125055,123801,1254,54487.0,66667.0,0.0,0.0,0.0,0.0,2647.0,고양시일산서구,고양시,0.4401176080968651,0.5385013045128876,0.0,0.0,0.0,0.0,0.02138108739024725,2022,31104,고양시 일산서구,280551,135901,144650,21650,29113,34538,33381,45803,55238,36243,15721,10215,1483,33392,205596,41563,0.1231077415514469,0.1189837141910027,0.1632608687903447,0.1968911178359728,0.1291850679555588,0.0977326760553339,0.1481477521021133,0.7328293251494381,0.5155925304133652,2022
8회지방선거_기초단체장,경기도,과천시,20220601,4,65220,42667,42130,537,18384.0,23746.0,0.0,0.0,0.0,0.0,0.0,과천시,과천시,0.43636363636363634,0.5636363636363636,0.0,0.0,0.0,0.0,0.0,2022,31110,과천시,73406,36168,37238,7681,6839,8597,10898,11212,12643,9672,4142,2141,365,10568,52191,10647,0.1171157671035065,0.1484619785848568,0.1527395580742718,0.172233877339727,0.1317603465656758,0.0905648039669781,0.145042639566248,0.7109909271721657,0.5072882325695447,2022
8회지방선거_기초단체장,경기도,광명시,20220601,4,247233,139606,138014,1592,73759.0,64255.0,0.0,0.0,0.0,0.0,0.0,광명시,광명시,0.5344312895793181,0.465568710420682,0.0,0.0,0.0,0.0,0.0,2022,31060,광명시,284031,139684,144347,23082,27819,32959,38239,48121,48851,40156,18230,8247,1113,34184,205013,44834,0.1160401505469473,0.1346296707049582,0.1694216476370537,0.1719917896285968,0.1413789339895997,0.0971372843105154,0.157848967190201,0.7217979727564949,0.5082086110318944,2022
8회지방선거_기초단체장,경기도,광주시,20220601,4,329651,152139,150430,1709,69369.0,81061.0,0.0,0.0,0.0,0.0,0.0,광주시,광주시,0.46113807086352454,0.5388619291364755,0.0,0.0,0.0,0.0,0.0,2022,31250,광주시,392926,202013,190913,35808,33513,44813,57867,68734,66002,54298,24302,10079,1363,49540,284712,58674,0.1140494647847177,0.147272005415778,0.1749286125122796,0.1679756493589123,0.1381888701689376,0.0909687829260471,0.1493258272550047,0.7245944528995282,0.4858752029644259,2022
8회지방선거_기초단체장,경기도,구리시,20220601,4,164045,88188,87201,987,37986.0,47168.0,0.0,0.0,0.0,0.0,2047.0,구리시,구리시,0.43561427047854956,0.5409112280822468,0.0,0.0,0.0,0.0,0.02347450143920368,2022,31120,구리시,184114,90974,93140,14401,16038,23160,23997,29944,33701,26278,11896,5674,706,20839,134398,28877,0.1257916290993623,0.1303377255396113,0.1626383653605918,0.1830442008755445,0.1427267888373507,0.0992645860716729,0.1568430428973353,0.7299716480006953,0.5058822251431179,2022
8회지방선거_기초단체장,경기도,군포시,20220601,4,231192,128262,126776,1486,62821.0,63955.0,0.0,0.0,0.0,0.0,0.0,군포시,군포시,0.4955275446456743,0.5044724553543257,0.0,0.0,0.0,0.0,0.0,2022,31160,군포시,267750,132765,134985,19749,23806,34240,38030,41780,47901,38619,15830,8656,1408,29210,197360,41180,0.1278804855275443,0.1420354808590102,0.1560410830999066,0.1789019607843137,0.144235294117647,0.0967096171802054,0.1538001867413632,0.7371055088702148,0.5041456582633054,2022
8회지방선거_기초단체장,경기도,김포시,20220601,4,392604,195837,193750,2087,86798.0,101566.0,0.0,0.0,0.0,0.0,1250.0,김포시,김포시,0.4577615576908878,0.53564610208107,0.0,0.0,0.0,0.0,0.006592340228042233,2022,31230,김포시,491249,251461,239788,56161,49043,51365,78562,94252,70940,55646,27730,12288,1676,78148,347415,65686,0.1045600092824616,0.1599229718533778,0.1918619681668563,0.1444074186410557,0.1132745308387396,0.0848734552131403,0.1337122314752803,0.7072075464784661,0.4881190597843456,2022
8회지방선거_기초단체장,경기도,남양주시,20220601,4,610260,299347,296230,3117,137915.0,158315.0,0.0,0.0,0.0,0.0,0.0,남양주시,남양주시,0.46556729568240895,0.534432704317591,0.0,0.0,0.0,0.0,0.0,2022,31130,남양주시,719886,357413,362473,67543,75295,80080,88703,128812,121640,92056,47893,22808,3343,99268,506832,113786,0.1112398351961282,0.1232181206468802,0.1789338867542916,0.1689711982174955,0.1278758025576271,0.102855174291485,0.1580611374578752,0.7040448070944566,0.5035144453427348,2022
8회지방선거_기초단체장,경기도,동두천시,20220601,4,81074,39747,39040,707,16792.0,21063.0,0.0,0.0,0.0,0.0,1185.0,동두천시,동두천시,0.4301229508196721,0.5395235655737705,0.0,0.0,0.0,0.0,0.030353483606557378,2022,31080,동두천시,94142,47054,47088,6313,8441,10904,10518,13563,16247,14401,8527,5276,722,9557,63817,20768,0.1158250302734167,0.1117248411973401,0.1440695969917783,0.1725797199974506,0.1529710437424316,0.1542882029274925,0.2206029189947101,0.6778802234921714,0.5001805782753712,2022
8회지방선거_기초단체장,경기도,부천시,20220601,4,702974,347476,342900,4576,180005.0,162895.0,0.0,0.0,0.0,0.0,0.0,부천시,부천시,0.5249489647127442,0.4750510352872558,0.0,0.0,0.0,0.0,0.0,6066.0,93156.0,부천시,810142.0,400250.0,409892.0,57519.0,65128.0,104664.0,115219.0,124281.0,145590.0,126840.0,50845.0,22983.0,3554.0,82943.0,598167.0,129032.0,0.1291921663115849,0.14222074648641844,0.15340643985869143,0.17970923615859935,0.1565651453695772,0.09551658844992607,0.15927084387675247,0.7383483389331746,0.5059508086236734,2022
8회지방선거_기초단체장,경기도,성남시분당구,20220601,4,404133,250629,247993,2636,98247.0,147753.0,0.0,0.0,0.0,0.0,1993.0,성남시분당구,성남시,0.39616844023823256,0.5957950426020089,0.0,0.0,0.0,0.0,0.008036517159758541,2022,31023,성남시 분당구,459088,222850,236238,40454,48574,54208,65386,80560,77687,54582,26339,13907,2342,60502,332914,65672,0.1180775798975359,0.1424258529955041,0.1754783396647266,0.1692202802077161,0.1188922385250758,0.0927665284215662,0.1430488272400934,0.7251638030181577,0.514581082493988,2022
8회지방선거_기초단체장,경기도,성남시수정구,20220601,4,208907,106912,105447,1465,49980.0,53757.0,0.0,0.0,0.0,0.0,1710.0,성남시수정구,성남시,0.47398219010498166,0.5098011323223989,0.0,0.0,0.0,0.0,0.01621667757261942,2022,31021,성남시 수정구,242193,122391,119802,15751,17069,35261,35172,35845,41776,36897,17846,7268,877,21983,178290,41920,0.1455905001383194,0.1452230246126023,0.1480018002171821,0.1724905344085089,0.152345443509928,0.1073152403248648,0.1730851015512421,0.7361484435966358,0.4946550891231373,2022
8회지방선거_기초단체장,경기도,성남시중원구,20220601,4,185468,94481,93342,1139,43386.0,48512.0,0.0,0.0,0.0,0.0,1444.0,성남시중원구,성남시,0.4648068393649161,0.5197231685629191,0.0,0.0,0.0,0.0,0.015469992072164727,2022,31022,성남시 중원구,203409,102340,101069,12819,14547,27437,30140,29986,35261,32044,15418,6364,783,18358,149053,35998,0.1348858703400537,0.1481743678991588,0.1474172725887251,0.1733502450727352,0.1575348190099749,0.1109341277917889,0.1769734869155249,0.7327748526368056,0.4968757527936325,2022
8회지방선거_기초단체장,경기도,수원시권선구,20220601,4,352407,173839,171752,2087,87838.0,83914.0,0.0,0.0,0.0,0.0,0.0,수원시권선구,수원시,0.5114234477618892,0.48857655223811075,0.0,0.0,0.0,0.0,0.0,2022,31012,수원시 권선구,371343,187584,183759,32301,31760,50132,58765,61838,64315,47343,19113,8269,1115,45251,279052,47040,0.1350018715850305,0.1582499198853889,0.1665252879413372,0.173195670848784,0.1274912951099118,0.076740372108805,0.1266753378951535,0.751466972583299,0.4948497750058571,2022
8회지방선거_기초단체장,경기도,수원시영통구,20220601,4,296856,160552,158996,1556,79500.0,79496.0,0.0,0.0,0.0,0.0,0.0,수원시영통구,수원시,0.5000125789328034,0.4999874210671967,0.0,0.0,0.0,0.0,0.0,2022,31014,수원시 영통구,363819,182734,181085,35579,41002,58900,60471,65535,55927,31802,12189,5795,811,51812,281436,30571,0.1618936888947526,0.1662117701384479,0.1801307793160885,0.1537220431038511,0.0874115975251429,0.0516603036125106,0.0840280469134377,0.773560479249297,0.4977337632174241,2022
8회지방선거_기초단체장,경기도,수원시장안구,20220601,4,199204,106097,104934,1163,53790.0,51144.0,0.0,0.0,0.0,0.0,0.0,수원시장안구,수원시,0.5126079249814169,0.4873920750185831,0.0,0.0,0.0,0.0,0.0,2022,31011,수원시 장안구,276081,139587,136494,18683,27473,43962,33981,42927,49752,35370,16495,8496,1294,28822,206828,40431,0.1592358764275701,0.1230834429026264,0.1554869766481576,0.1802079824399361,0.1281145750703597,0.0952075658955161,0.1464461516728786,0.749156950315306,0.4943983830832256,2022
8회지방선거_기초단체장,경기도,수원시팔달구,20220601,4,164086,79284,78302,982,37328.0,40974.0,0.0,0.0,0.0,0.0,0.0,수원시팔달구,수원시,0.4767183469132334,0.5232816530867667,0.0,0.0,0.0,0.0,0.0,2022,31013,수원시 팔달구,205106,103974,101132,13436,13580,30585,33343,30836,36177,28494,13236,5952,726,18584,154777,31745,0.149118017025343,0.1625647226312248,0.1503417744970893,0.1763819683480736,0.1389232884459742,0.0970912601289089,0.1547736292453658,0.754619562567648,0.493071875030472,2022
8회지방선거_기초단체장,경기도,시흥시,20220601,4,431352,195137,191685,3452,106468.0,85217.0,0.0,0.0,0.0,0.0,0.0,시흥시,시흥시,0.5554320891045205,0.4445679108954796,0.0,0.0,0.0,0.0,0.0,2022,31150,시흥시,557663,294555,263108,53768,51268,71380,90807,101731,98259,61420,22240,10904,1616,74747,425094,57822,0.1279984506772011,0.1628349020824404,0.1824237935814282,0.176197811222907,0.1101382017454986,0.062331551492568,0.1036862764788053,0.7622775762422825,0.471804656217106,2022
8회지방선거_기초단체장,경기도,안산시단원구,20220601,4,266229,121617,120223,1394,54907.0,56532.0,0.0,0.0,0.0,0.0,8221.0,안산시단원구,안산시,0.45885843222463646,0.4724385759652348,0.0,0.0,0.0,0.0,0.06870299181012869,2022,31092,안산시 단원구,352941,185123,167818,24977,29036,50368,55071,57901,69012,45184,15341,7538,1171,36063,276117,40761,0.1427094046880356,0.156034578017289,0.164052915359791,0.1955340977670489,0.128021397344032,0.068141700737517,0.1154895577447788,0.7823318911659456,0.4754845710756188,2022
8회지방선거_기초단체장,경기도,안산시상록구,20220601,4,305390,138969,137240,1729,64688.0,63244.0,0.0,0.0,0.0,0.0,8698.0,안산시상록구,안산시,0.473453853472883,0.4628851643123765,0.0,0.0,0.0,0.0,0.06366098221474054,2022,31091,안산시 상록구,362147,184512,177635,24916,32449,58127,47897,55745,70751,46496,17801,9469,1395,36942,279302,45903,0.160506645091634,0.1322584475364976,0.1539292055436052,0.1953654179104065,0.1283898527393572,0.0791529406566946,0.1267523961264348,0.7712393033768056,0.4905052368237207,2022
8회지방선거_기초단체장,경기도,안성시,20220601,4,163518,81762,80427,1335,40497.0,39930.0,0.0,0.0,0.0,0.0,0.0,안성시,안성시,0.5035249356559365,0.4964750643440636,0.0,0.0,0.0,0.0,0.0,2022,31220,안성시,208619,109080,99539,14878,19558,29558,27616,32581,33432,28631,14503,8356,1281,22113,150182,36324,0.1416841227309113,0.1323752870064567,0.1561746533153739,0.1602538599072951,0.1372406156677963,0.1157133338765884,0.1741164515216735,0.7198864916426596,0.477132955291704,2022
8회지방선거_기초단체장,경기도,안양시동안구,20220601,4,265101,155856,154339,1517,77742.0,76597.0,0.0,0.0,0.0,0.0,0.0,안양시동안구,안양시,0.5037093670426788,0.49629063295732123,0.0,0.0,0.0,0.0,0.0,2022,31042,안양시 동안구,304493,149215,155278,25558,30639,37694,44792,50090,52974,40703,16194,7672,1167,38048,225050,41395,0.1237926651844213,0.1471035458943227,0.1645029606591941,0.1739744427622309,0.133674665755863,0.0822120705566302,0.1359472959969523,0.7390974505161039,0.5099558938957546,2022
8회지방선거_기초단체장,경기도,안양시만안구,20220601,4,208936,111040,109676,1364,55970.0,53706.0,0.0,0.0,0.0,0.0,0.0,안양시만안구,안양시,0.5103213100404829,0.48967868995951713,0.0,0.0,0.0,0.0,0.0,2022,31041,안양시 만안구,236296,117602,118694,15767,16965,31628,33427,33340,42097,38051,17395,8036,1167,22038,171798,42460,0.1338490706571418,0.1414624030876528,0.1410942208078003,0.1781536716660459,0.1610310796627958,0.1125622101093543,0.1796898804888783,0.7270457392423063,0.5023106612045909,2022
8회지방선거_기초단체장,경기도,양주시,20220601,4,197751,95179,93850,1329,43728.0,48002.0,0.0,0.0,0.0,0.0,2120.0,양주시,양주시,0.46593500266382526,0.5114757591901972,0.0,0.0,0.0,0.0,0.022589238145977623,2022,31260,양주시,242995,124291,118704,21544,23952,28130,30734,40173,40217,32457,17261,9566,1593,31326,169060,42609,0.1157636988415399,0.1264799687236363,0.1653243893907282,0.1655054630753719,0.1335706496018436,0.1169571390357826,0.1753492870223667,0.695734480133336,0.4885038786806313,2022
8회지방선거_기초단체장,경기도,양평군,20220601,4,107165,63427,62423,1004,28298.0,34125.0,0.0,0.0,0.0,0.0,0.0,양평군,양평군,0.45332649824583887,0.5466735017541611,0.0,0.0,0.0,0.0,0.0,2022,31580,양평군,116950,58451,58499,7348,9514,9596,10221,15275,20082,24263,13456,7065,1064,11101,73193,32656,0.0820521590423257,0.0873963232150491,0.1306113723813595,0.1717144078666096,0.20746472851646,0.1845660538691748,0.2792304403591278,0.6258486532706284,0.5002052159042326,2022
8회지방선거_기초단체장,경기도,여주시,20220601,4,98333,50666,49827,839,16603.0,33224.0,0.0,0.0,0.0,0.0,0.0,여주시,여주시,0.33321291669175346,0.6667870833082465,0.0,0.0,0.0,0.0,0.0,2022,31280,여주시,113831,58240,55591,7380,9354,12674,12366,15763,19545,20038,10546,6071,966,10983,76327,26521,0.1113404959984538,0.1086347304337131,0.1384772162240514,0.1717019089703156,0.1760328908645272,0.154465830924792,0.2329857420210663,0.670529117727157,0.4883643295763017,2022
8회지방선거_기초단체장,경기도,연천군,20220601,4,37898,22797,22288,509,6000.0,10580.0,0.0,0.0,0.0,0.0,5708.0,연천군,연천군,0.26920315865039485,0.4746949030868629,0.0,0.0,0.0,0.0,0.2561019382627423,2022,31550,연천군,41288,21840,19448,2573,2710,4772,4290,4577,6589,7940,4719,2987,385,3704,25787,11797,0.1155783762836659,0.103904282115869,0.1108554543693082,0.159586320480527,0.1923076923076923,0.1959649292772718,0.2857246657624491,0.6245640379771362,0.4710327455919395,2022
8회지방선거_기초단체장,경기도,오산시,20220601,4,190375,83196,82111,1085,38968.0,40723.0,0.0,0.0,0.0,0.0,1711.0,오산시,오산시,0.4787105967912336,0.5002702636298862,0.0,0.0,0.0,0.0,0.021019139578880127,2022,31140,오산시,242596,126049,116547,23845,25241,30437,39849,46917,37552,25031,10917,5072,677,34411,181548,26637,0.1254637339445003,0.1642607462612738,0.1933956042144141,0.154792329634454,0.1031797721314448,0.0686985770581543,0.1097998318191561,0.7483552902768389,0.4804160002638131,2022
8회지방선거_기초단체장,경기도,용인시기흥구,20220601,4,434819,241265,239090,2175,112207.0,126883.0,0.0,0.0,0.0,0.0,0.0,용인시기흥구,용인시,0.46930862854991845,0.5306913714500816,0.0,0.0,0.0,0.0,0.0,2022,31192,용인시 기흥구,431163,212735,218428,40915,47526,55290,53906,78382,71002,45675,27541,13976,2111,60507,307204,63452,0.128234565581926,0.1250246426525467,0.1817920368862819,0.1646755403408919,0.1059344145949443,0.1011867901466498,0.1471647613547544,0.7125008407493222,0.5066019115740451,2022
